date_start,title,lst_keywords,len_keywords,link,extracted
05.08.2020,Стажант .NET програмист,"c,c++,sql,java,python",21,https://www.jobs.bg/5388900,true
04.08.2020,Azure DevOps Engineer,"azure,python",12,https://www.jobs.bg/5387874,true
04.08.2020,DevOps Engineer,"aws,python",10,https://www.jobs.bg/5387776,true
04.08.2020,Systems Engineer,"azure,mssql,sql,bash,shell,python",33,https://www.jobs.bg/5387226,true
03.08.2020,Software Developer,"c,bash,python",13,https://www.jobs.bg/5385168,true
31.07.2020,JUNIOR CAMERA IMAGING SPECIALIST,"perl,shell,python",17,https://www.jobs.bg/5384526,true
31.07.2020,DevOps,"airflow,python,basic",20,https://www.jobs.bg/5384012,true
31.07.2020,Automation QA,"python,java",11,https://www.jobs.bg/5384008,true
31.07.2020,Middlewear Engineer,None,4,https://www.jobs.bg/5384013,true
31.07.2020,Golang Developer,"r,python,c,sql,java,shell,c++,go",32,https://www.jobs.bg/5383981,true
28.07.2020,SysOps/DevOps Engineer,"azure,saas,python,aws",21,https://www.jobs.bg/5380941,true
28.07.2020,Software Engineer Virtual Infrastructure Integration,"r,python,c,perl,bash,java,shell,c++",35,https://www.jobs.bg/5380798,true
28.07.2020,Software Engineer,"rdbms,python,c,bash,mssql,java,shell,c++",40,https://www.jobs.bg/5380778,true
28.07.2020,Junior DevOps & Cloud Engineer,"azure,sql,bash,aws,shell,python,go",34,https://www.jobs.bg/5380699,true
28.07.2020,LINUX SYSTEM ENGINEER,"sql,python,shell",16,https://www.jobs.bg/5380611,true
28.07.2020,SENIOR MICROSOFT AND VIRTUALIZATION ENGINEER,"r,requests,aws,shell,python",27,https://www.jobs.bg/5380266,true
27.07.2020,DevOps Engineer,"aws,python",10,https://www.jobs.bg/5378778,true
24.07.2020,Senior Full-stack Web Developer,"r,php,django,sql,ruby,basic,java,python",39,https://www.jobs.bg/5377780,true
24.07.2020,Private Cloud Support Engineer,"c,sql,bash,java,shell,python",28,https://www.jobs.bg/5377581,true
